Date,Close Price
5/14/2018 17:00,8748.06
5/14/2018 18:00,8732.51
5/14/2018 19:00,8751.69
5/14/2018 20:00,8842.22
5/14/2018 21:00,8724.93
5/14/2018 22:00,8655.92
5/14/2018 23:00,8669.46
5/15/2018 0:00,8709.8
5/15/2018 1:00,8717.15
5/15/2018 2:00,8677.84
5/15/2018 3:00,8710.46
5/15/2018 4:00,8682.54
5/15/2018 5:00,8723.64
5/15/2018 6:00,8737.17
5/15/2018 7:00,8743.47
5/15/2018 8:00,8720.23
5/15/2018 9:00,8711.15
5/15/2018 10:00,8788.25
5/15/2018 11:00,8757.29
5/15/2018 12:00,8768.28
5/15/2018 13:00,8748.82
5/15/2018 14:00,8517.36
5/15/2018 15:00,8510.69
5/15/2018 16:00,8538.1
5/15/2018 17:00,8546.37
5/15/2018 18:00,8515.41
5/15/2018 19:00,8561.25
5/15/2018 20:00,8529.37
5/15/2018 21:00,8492.29
5/15/2018 22:00,8452.83
5/15/2018 23:00,8471.11
5/16/2018 0:00,8461.67
5/16/2018 1:00,8322.64
5/16/2018 2:00,8140.09
5/16/2018 3:00,8160.11
5/16/2018 4:00,8216.94
5/16/2018 5:00,8214
5/16/2018 6:00,8236.93
5/16/2018 7:00,8231.12
5/16/2018 8:00,8220.19
5/16/2018 9:00,8236.5
5/16/2018 10:00,8370.36
5/16/2018 11:00,8380.45
5/16/2018 12:00,8354.24
5/16/2018 13:00,8164.37
5/16/2018 14:00,8208.13
5/16/2018 15:00,8284.26
5/16/2018 16:00,8258.96
5/16/2018 17:00,8322.86
5/16/2018 18:00,8271.91
5/16/2018 19:00,8284.54
5/16/2018 20:00,8293.89
5/16/2018 21:00,8283.67
5/16/2018 22:00,8287.32
5/16/2018 23:00,8342.26
5/17/2018 0:00,8347.93
5/17/2018 1:00,8365.97
5/17/2018 2:00,8369.82
5/17/2018 3:00,8350.77
5/17/2018 4:00,8334.18
5/17/2018 5:00,8350.96
5/17/2018 6:00,8343.39
5/17/2018 7:00,8242.66
5/17/2018 8:00,8262.13
5/17/2018 9:00,8282.64
5/17/2018 10:00,8297.48
5/17/2018 11:00,8299.88
5/17/2018 12:00,8280.3
5/17/2018 13:00,8295.1
5/17/2018 14:00,8311.55
5/17/2018 15:00,8300.86
5/17/2018 16:00,8280.89
5/17/2018 17:00,8245.79
5/17/2018 18:00,8168.23
5/17/2018 19:00,8172.14
5/17/2018 20:00,8206
5/17/2018 21:00,8147.99
5/17/2018 22:00,8074.83
5/17/2018 23:00,8068.37
5/18/2018 0:00,7954.63
5/18/2018 1:00,7976.66
5/18/2018 2:00,7991.75
5/18/2018 3:00,7999.74
5/18/2018 4:00,8022.06
5/18/2018 5:00,8048.51
5/18/2018 6:00,7980.73
5/18/2018 7:00,8092.04
5/18/2018 8:00,8131.81
5/18/2018 9:00,8106.09
5/18/2018 10:00,8135.3
5/18/2018 11:00,8103.08
5/18/2018 12:00,8106.03
5/18/2018 13:00,8094.22
5/18/2018 14:00,8082.78
5/18/2018 15:00,8109.47
5/18/2018 16:00,8127.45
5/18/2018 17:00,8107.38
5/18/2018 18:00,8211.47
5/18/2018 19:00,8232.78
5/18/2018 20:00,8225.12
5/18/2018 21:00,8229.85
5/18/2018 22:00,8219.57
5/18/2018 23:00,8240.72
5/19/2018 0:00,8218.86
5/19/2018 1:00,8201.47
5/19/2018 2:00,8202.5
5/19/2018 3:00,8238.81
5/19/2018 4:00,8232.92
5/19/2018 5:00,8236.4
5/19/2018 6:00,8221.18
5/19/2018 7:00,8178.53
5/19/2018 8:00,8218.47
5/19/2018 9:00,8197.57
5/19/2018 10:00,8234.26
5/19/2018 11:00,8331.96
5/19/2018 12:00,8346.74
5/19/2018 13:00,8297.96
5/19/2018 14:00,8307.96
5/19/2018 15:00,8310.35
5/19/2018 16:00,8292.95
5/19/2018 17:00,8300.88
5/19/2018 18:00,8298.45
5/19/2018 19:00,8307.33
5/19/2018 20:00,8274.64
5/19/2018 21:00,8198.26
5/19/2018 22:00,8224.18
5/19/2018 23:00,8245.22
5/20/2018 0:00,8198
5/20/2018 1:00,8220.78
5/20/2018 2:00,8268.16
5/20/2018 3:00,8247.93
5/20/2018 4:00,8259.69
5/20/2018 5:00,8250.63
5/20/2018 6:00,8254.37
5/20/2018 7:00,8262.02
5/20/2018 8:00,8277.43
5/20/2018 9:00,8344.71
5/20/2018 10:00,8343.02
5/20/2018 11:00,8339.56
5/20/2018 12:00,8313.29
5/20/2018 13:00,8318.99
5/20/2018 14:00,8340.38
5/20/2018 15:00,8372.56
5/20/2018 16:00,8486.19
5/20/2018 17:00,8511.22
5/20/2018 18:00,8520.52
5/20/2018 19:00,8515.86
5/20/2018 20:00,8554.84
5/20/2018 21:00,8519.13
5/20/2018 22:00,8484.52
5/20/2018 23:00,8520.7
